"","Genotype","Seconds1","area1","treatment","Family","Seconds2","area2","Seconds3","area3","Seconds4","area4","Seconds5","area5","RGR1","RGR2","RGR3","RGR4","GXE"
"206","b|VRPET2-3-20|Q|515",1558994762,7356,"Alone","VRPET2",1560283219,29684,1561397771,44202,1562870086,55110,1565287304,49559,1.08276168577284e-06,3.57239372250773e-07,1.49805680826734e-07,-4.39212801246405e-08,"Alone-VRPET2"
"207","b|VRPET2-3-20|Q|516",1559070509,11354,"Maple","VRPET2",1560365653,115700,1561476831,170836,1562940404,148131,1565359809,145724,1.79241113687057e-06,3.50711945142082e-07,-9.74375822596957e-08,-6.77133250968843e-09,"Maple-VRPET2"
"208","b|WSSWM3-1-0|?",1559083078,3192,"Maple","WSSWM3",1560375564,55697,1561486675,100931,1562947317,97111,1565368110,79818,2.21223178118067e-06,5.35059800091954e-07,-2.64147278420814e-08,-8.10088310830702e-08,"Maple-WSSWM3"
"209","b|WSSWM3-1-0|Q|557",1558987880,13862,"Alone","WSSWM3",1560280376,117990,1561393585,129138,1562863244,120265,1565290046,115559,1.65683189086545e-06,8.11004266928046e-08,-4.84356974501491e-08,-1.64481565797055e-08,"Alone-WSSWM3"
"210","b|WSSWM3-1-0|Q|560",1558973901,40480,"Maple","WSSWM3",1560270314,204805,1561389568,208035,1562859874,192819,1565280260,212643,1.25056620224467e-06,1.39807656229717e-08,-5.16589130001701e-08,4.0432715351509e-08,"Maple-WSSWM3"
"211","b|WSSWM3-1-0|Q|561",1559073871,32908,"Garlic Mustard","WSSWM3",1560371242,64443,1561478758,61689,1562943265,36532,1565363618,20999,5.1802092296904e-07,-3.94355288343089e-08,-3.5774294296856e-07,-2.28773972758293e-07,"Garlic Mustard-WSSWM3"
"212","b|WSSWM3-1-0|Q|569",1559062716.5,8454,"Alone","WSSWM3",1560364821,69135,1561475562,165215,1562938929,156690,1565358138,134902,1.61386540995441e-06,7.84329147079105e-07,-3.62030337434525e-08,-6.18883040760937e-08,"Alone-WSSWM3"
"213","c|BWPEM1-9-0|Q|10",1559069574,26890,"Maple","BWPEM1",1560365112,86133,1561476337,89943,1562939853,85339,1565359089,96672,8.98575065326555e-07,3.89511782877902e-08,-3.59029737290214e-08,5.15419931530478e-08,"Maple-BWPEM1"
"214","c|BWPEM1-9-0|Q|11",1558995882,29407,"Maple","BWPEM1",1560283762,117959,1561398526,114826,1562871826,122445,1565286537,110649,1.07859766843076e-06,-2.41478621325848e-08,4.36055185587717e-08,-4.19507430168073e-08,"Maple-BWPEM1"
"215","c|BWPEM1-9-0|Q|12",1559059928,21751,"Maple","BWPEM1",1560357985,124885,1561473497,137865,1562876464,164539,1565294341,132634,1.34642283070257e-06,8.86423737580792e-08,1.26070448338843e-07,-8.91501796957012e-08,"Maple-BWPEM1"
"216","c|BWPEM1-9-0|Q|13",1559070431,32133,"Maple","BWPEM1",1560365616,119791,1561476432,107312,1562939883,126248,1565359200,114159,1.01596684504532e-06,-9.90335737811179e-08,1.11044201062044e-07,-4.16051360574965e-08,"Maple-BWPEM1"
"217","c|BWPEM1-9-0|Q|14",1559061435,45025,"Maple","BWPEM1",1560364113,137659,1561474263,154546,1562938180,136252,1565357401,100627,8.57895597843453e-07,1.04231116499518e-07,-8.60606675902878e-08,-1.25282271035634e-07,"Maple-BWPEM1"
"218","c|BWPEM1-9-0|Q|15",1559060402,23711,"Maple","BWPEM1",1560358196,94839,1561474056,130328,1562937824,136427,1565294524,92035,1.06815229657599e-06,2.84868740430237e-07,3.12449262933769e-08,-1.67021994123048e-07,"Maple-BWPEM1"
"219","c|BWPEM1-9-0|Q|16",1559070635,25493,"Garlic Mustard","BWPEM1",1560365770,109720,1561476779,112413,1562940282,37368,1565359715,138364,1.12693098510476e-06,2.1825136488781e-08,-7.52553883343498e-07,5.41066097114858e-07,"Garlic Mustard-BWPEM1"
"220","c|BWPEM1-9-0|Q|9",1559071516,23944,"Maple","BWPEM1",1560366437,102724,1561477256,139412,1562941014,171986,1565360425,155834,1.1246462212313e-06,2.74921294866043e-07,1.43452333183891e-07,-4.07627063055792e-08,"Maple-BWPEM1"
"221","c|CBMCK1-1-0|N|41",1559075128,65334,"Garlic Mustard","CBMCK1",1560372055,143030,1561483144,159385,1562944149,155189,1565364526,165342,6.04152603712338e-07,9.74433736411123e-08,-1.82606699454987e-08,2.61828331244241e-08,"Garlic Mustard-CBMCK1"
"222","c|CBMCK1-1-0|N|43",1559074122,38337,"Alone","CBMCK1",1560371399,125393,1561479041,146567,1562943642,116564,1565363928,156765,9.13480558103213e-07,1.40866684835756e-07,-1.56385379639876e-07,1.22426601784473e-07,"Alone-CBMCK1"
"223","c|CWRIC2-X2|Q|90",1559073138,25186,"Garlic Mustard","CWRIC2",1560370794,38599,1561478350,40448,1562942715,39478,1565363201,78141,3.29007136572245e-07,4.22469194559412e-08,-1.65762250556359e-08,2.82080265024095e-07,"Garlic Mustard-CWRIC2"
"224","c|CWRIC2-X2|Q|92",1558974449,25650,"Maple","CWRIC2",1560270610,140018,1561389800,153748,1562860095,139297,1565280589,123695,1.30942638619469e-06,8.35817981742706e-08,-6.71338433244895e-08,-4.90765463956985e-08,"Maple-CWRIC2"
"225","c|CWRIC2-X2|Q|93",1558996923,19806,"Alone","CWRIC2",1560353467,46528,1561398750,83417,1562872069,95217,1565285979,74590,6.29592080914399e-07,5.58506972381812e-07,8.98015784502059e-08,-1.01143807066891e-07,"Alone-CWRIC2"
"226","c|CWRIC2-X2|Q|94",1559082740,15592,"Garlic Mustard","CWRIC2",1560375265,75576,1561486550,74593,1562947169,91223,1565367892,45313,1.22116075918189e-06,-1.17810493617237e-08,1.37791161994024e-07,-2.89051283947261e-07,"Garlic Mustard-CWRIC2"
"227","c|CWRIC2-X2|Q|95",1558975347.5,28899,"Alone","CWRIC2",1560270989,127510,1561390655,163749,1562860388,162821,1565280969,162458,1.14567787497688e-06,2.23405885979423e-07,-3.86691307052852e-09,-9.22064187981335e-10,"Alone-CWRIC2"
"228","c|DVGM-20|Q|115",1558992453,62129,"Maple","DVGM",1560281146,126916,1561396817,147528,1562867797,134467,1565288646,162027,5.54292280349804e-07,1.34889710290935e-07,-6.30186491283268e-08,7.70160271184507e-08,"Maple-DVGM"
"229","c|DVGM-20|Q|119",1558971841,15007,"Alone","DVGM",1560268087,139683,1561388472,188817,1562858465,163625,1565278162,114227,1.72101500070976e-06,2.69017099039018e-07,-9.74161562678505e-08,-1.48526665790055e-07,"Alone-DVGM"
"230","c|EFCC2-4-80|Q|146",1559080057,23836,"Garlic Mustard","EFCC2",1560372705,56915,1561483616,63774,1562944660,62989,1565365103,57702,6.7331700810464e-07,1.02426438303627e-07,-8.477140871513e-09,-3.62199287542079e-08,"Garlic Mustard-EFCC2"
"231","c|EFCC2-4-80|Q|148",1558996551,54898,"Alone","EFCC2",1560353259,140360,1561398901,126655,1562872261,111957,1565286167,103880,6.91920172016092e-07,-9.82589606842504e-08,-8.37215517884229e-08,-3.10196346542388e-08,"Alone-EFCC2"
"232","c|EFCC2-4-80|Q|149",1558970216,35992,"Alone","EFCC2",1560268231,106763,1561388592,80765,1562858772,119133,1565278311,123990,8.37675013782416e-07,-2.49087322022038e-07,2.64387226531534e-07,1.6515708622138e-08,"Alone-EFCC2"
"233","c|EFCC2-4-80|Q|150",1559075107,1126,"Garlic Mustard","EFCC2",1560372084,10613,1561483168,8833,1562944124,4926,1565364553,3788,1.72972083164326e-06,-1.65230492939048e-07,-3.99715944946082e-07,-1.08529985541619e-07,"Garlic Mustard-EFCC2"
"234","c|EFCC2-4-80|Q|151",1559080008,18209,"Garlic Mustard","EFCC2",1560372642,102062,1561483652,139800,1562944755,122766,1565365191,116939,1.33345130517224e-06,2.83194892971258e-07,-8.8927834237034e-08,-2.00904601879135e-08,"Garlic Mustard-EFCC2"
"235","c|EFCC2-4-80|Q|152",1559074666,19688,"Maple","EFCC2",1560371802,106753,1561479227,189554,1562943802,153950,1565364234,164767,1.30326229606579e-06,5.18460563553097e-07,-1.42052178946538e-07,2.80546945070821e-08,"Maple-EFCC2"
"236","c|JARI1-1-80|Q|173",1558974208,27921,"Alone","JARI1",1560270527,131362,1561389741,167826,1562860042,184361,1565280465,186997,1.19459621979736e-06,2.18877585047816e-07,6.39107663075941e-08,5.86541358161436e-09,"Alone-JARI1"
"237","c|JARI1-1-80|Q|175",1558995750,26812,"Maple","JARI1",1560283676,125233,1561398573,127400,1562871885,108503,1565286621,90085,1.19675078670234e-06,1.53877362016008e-08,-1.08974827307598e-07,-7.7037056349095e-08,"Maple-JARI1"
"238","c|JARI1-1-80|Q|176",1558995078,24414,"Alone","JARI1",1560283406,49158,1561398009,45899,1562870656,65969,1565286991,76888,5.43248972420164e-07,-6.15432311333609e-08,2.46319453594621e-07,6.33872715523424e-08,"Alone-JARI1"
"239","c|JARI1-1-80|Q|177",1558970091,56852,"Alone","JARI1",1560268154,153958,1561388528,169594,1562858713,146254,1565278240,139555,7.67473102667044e-07,8.63350161905413e-08,-1.0071012097676e-07,-1.93781872957062e-08,"Alone-JARI1"
"240","c|JBBLB2-1-20|Q|207",1559082197,12834,"Garlic Mustard","JBBLB2",1560374855,61183,1561486042,66524,1562946594,41152,1565367298,47614,1.20818613571787e-06,7.53189262066451e-08,-3.28841599746355e-07,6.02528467029271e-08,"Garlic Mustard-JBBLB2"
"241","c|JBBLB2-1-20|Q|208",1558996625,37156,"Maple","JBBLB2",1560353297,105256,1561398873,126634,1562872239,131383,1565286139,111864,7.67518023913121e-07,1.76845641054669e-07,2.49874679302451e-08,-6.66278114217147e-08,"Maple-JBBLB2"
"242","c|JBBLB2-1-20|Q|209",1558996880,50761,"Maple","JBBLB2",1560353419,49758,1561398783,72356,1562872100,70296,1565286032,73007,-1.47117690730805e-08,3.58178706309254e-07,-1.96043903965319e-08,1.56758470282577e-08,"Maple-JBBLB2"
"243","c|JBCHY1-1-50|Q|225",1558996030,10646,"Alone","JBCHY1",1560283839,38600,1561398472,69912,1562871766,86510,1565286446,73631,1.0002011491768e-06,5.32897403768287e-07,1.44589407047772e-07,-6.67557943426324e-08,"Alone-JBCHY1"
"244","c|JBCHY1-1-50|Q|229",1558987118,33409,"Garlic Mustard","JBCHY1",1560279948,79028,1561393133,78311,1562862722,93558,1565290456,78575,6.65962961324208e-07,-8.1874455805996e-09,1.21049821676866e-07,-7.18892523427904e-08,"Garlic Mustard-JBCHY1"
"245","c|JBCHY1-1-50|Q|230",1558987204,30844,"Alone","JBCHY1",1560279987,100574,1561392960,160324,1562862690,154838,1565290398,137798,9.1426908691325e-07,4.18970624379357e-07,-2.3689629127835e-08,-4.80249537344961e-08,"Alone-JBCHY1"
"246","c|JBCHY1-1-50|Q|231",1558997554,8388,"Maple","JBCHY1",1560354033,58968,1561399083,74164,1562872466,54218,1565285465,70717,1.43768743257162e-06,2.19399964928587e-07,-2.12616747039348e-07,1.10100766715025e-07,"Maple-JBCHY1"
"247","c|JBCHY1-1-50|Q|232",1559060614,16840,"Maple","JBCHY1",1560358405,100140,1561473929,145964,1562937619,117671,1565294382,123688,1.37372827989069e-06,3.37770239868774e-07,-1.47208371430168e-07,2.11602401334983e-08,"Maple-JBCHY1"
"248","c|JBCHY1-1-50|Q|233",1559072875,29730,"Alone","JBCHY1",1560370591,108274,1561478138,100236,1562942435,106383,1565362975,116154,9.95987114519441e-07,-6.96472887867951e-08,4.06463880922995e-08,3.6302274345273e-08,"Alone-JBCHY1"
"249","c|JBCHY1-1-50|Q|234",1559056111,20376,"Maple","JBCHY1",1560356143,53934,1561401222,102939,1562873892,108180,1565292098,79192,7.48753368487978e-07,6.18494394166728e-07,3.3721014662208e-08,-1.28988689477148e-07,"Maple-JBCHY1"
"250","c|JBCHY1-1-50|Q|235",1558975292,17399,"Alone","JBCHY1",1560270957,124114,1561390622,226794,1562860352,203684,1565280902,211237,1.5164319208988e-06,5.38412488004247e-07,-7.31238684738549e-08,1.50424294548982e-08,"Alone-JBCHY1"
"251","c|JBCHY1-1-50|Q|243",1558987349,19207,"Maple","JBCHY1",1560280111,93690,1561393419,138592,1562863060,106634,1565290350,95976,1.22583790677664e-06,3.51693246674882e-07,-1.78364617488667e-07,-4.33834646906334e-08,"Maple-JBCHY1"
"252","c|JWBOY-2-80|Q|252",1558992031,59849,"Alone","JWBOY",1560280896,155970,1561393887,138578,1562867212,130865,1565289553,112174,7.43164689581221e-07,-1.06227576921669e-07,-3.88692830934915e-08,-6.36223472683564e-08,"Alone-JWBOY"
"253","c|JWBOY-2-80|Q|253",1559082424,72159,"Alone","JWBOY",1560375045,123457,1561486302,128134,1562946854,132938,1565367538,178884,4.15451164523152e-07,3.34609132053379e-08,2.52002412726286e-08,1.22632568710723e-07,"Alone-JWBOY"
"254","c|JWBOY-2-80|Q|259",1559056000,53076,"Garlic Mustard","JWBOY",1560356063,65819,1561401281,82367,1562873955,92919,1565292150,97776,1.65517903190167e-07,2.14573726068164e-07,8.1853332533688e-08,2.10698484836916e-08,"Garlic Mustard-JWBOY"
"255","c|KVEDG1-1-80|Q|283",1558972779,7598,"Maple","KVEDG1",1560269780,89912,1561389160,136669,1562859483,139268,1565279756,130081,1.9051229408848e-06,3.74073620968095e-07,1.28122802351087e-08,-2.81963237289883e-08,"Maple-KVEDG1"
"256","c|KVEDG1-1-80|Q|285",1559074756,45612,"Maple","KVEDG1",1560371843,128754,1561479191,147876,1562943772,137409,1565364205,85573,8.00048699298735e-07,1.2504693892216e-07,-5.01250561884295e-08,-1.95664191900813e-07,"Maple-KVEDG1"
"257","c|KVEDG1-1-80|Q|286",1559060495,49932,"Garlic Mustard","KVEDG1",1560358240,117437,1561474025,104747,1562937717,131738,1565294477,115582,6.59020023033797e-07,-1.02487576734597e-07,1.56636220533675e-07,-5.55147180483398e-08,"Garlic Mustard-KVEDG1"
"258","c|KVEDG1-1-80|Q|287",1559058314,5429,"Maple","KVEDG1",1560357495,58184,1561473359,133519,1562876317,114789,1565293874,149944,1.82565435295692e-06,7.44385863293928e-07,-1.07735320181812e-07,1.10510829973177e-07,"Maple-KVEDG1"
"259","c|KVEDG1-1-80|Q|288",1559059247,31743,"Maple","KVEDG1",1560357577,109790,1561473285,229925,1562876202,246820,1565293798,227638,9.55764113635599e-07,6.62524350943186e-07,5.05419474111985e-08,-3.34641015830821e-08,"Maple-KVEDG1"
"260","c|KVEDG1-1-80|Q|289",1559059531,21525,"Maple","KVEDG1",1560357696,81683,1561473656,132635,1562877041,156272,1565294096,141957,1.02731998749426e-06,4.34383932020761e-07,1.1685822781913e-07,-3.97483234198494e-08,"Maple-KVEDG1"
"261","c|KVEDG1-1-80|Q|290",1558973510,28587,"Maple","KVEDG1",1560270107,177511,1561389441,219120,1562859760,209371,1565280054,172012,1.40836397877839e-06,1.8813593273191e-07,-3.09536413768683e-08,-8.12064799142371e-08,"Maple-KVEDG1"
"262","c|KVEDG1-1-80|Q|291",1559081541,53718,"Garlic Mustard","KVEDG1",1560374260,105998,1561485769,123691,1562946207,96811,1565366848,106849,5.25769393912724e-07,1.38879931761821e-07,-1.67775623403486e-07,4.07561462509104e-08,"Garlic Mustard-KVEDG1"
"263","c|KVEDG1-1-80|Q|293",1559081612,6085,"Garlic Mustard","KVEDG1",1560374381,25360,1561485673,21896,1562946140,21011,1565366719,23999,1.10410011620756e-06,-1.32160726281344e-07,-2.82497732790023e-08,5.49315071750548e-08,"Garlic Mustard-KVEDG1"
"264","c|MAVBEL2-1-20|N|317",1559057275,42566,"Garlic Mustard","MAVBEL2",1560356951,85278,1561472777,81134,1562875412,107172,1565293120,80011,5.34641476371278e-07,-4.46435189774231e-08,1.98435738243607e-07,-1.20887590754602e-07,"Garlic Mustard-MAVBEL2"
"265","c|MAVBEL2-1-20|N|318",1559080806,41731,"Garlic Mustard","MAVBEL2",1560373513,57309,1561485026,78111,1562945453,80075,1565365810,69216,2.4538694503698e-07,2.78605119821992e-07,1.70037964902701e-08,-6.02108059780329e-08,"Garlic Mustard-MAVBEL2"
"266","c|MAVBEL2-1-20|N|319",1559059700,37808,"Garlic Mustard","MAVBEL2",1560357838,124897,1561473604,137117,1562876851,124585,1565294001,118780,9.20525150009585e-07,8.36601745670635e-08,-6.83032724031929e-08,-1.97402607558535e-08,"Garlic Mustard-MAVBEL2"
"267","c|MHBUR1-4-20|Q|335",1558986425,23656,"Maple","MHBUR1",1560279198,62887,1561392506,159754,1562862356,173935,1565283761,188774,7.56298810796659e-07,8.37410372500328e-07,5.7860689278645e-08,3.38104803450173e-08,"Maple-MHBUR1"
"268","c|MHBUR1-4-20|Q|336",1559074318,52127,"Maple","MHBUR1",1560371521,136066,1561478931,137544,1562943511,111916,1565363808,109570,7.3963521010139e-07,9.75592037362306e-09,-1.40787991105407e-07,-8.75304786441016e-09,"Maple-MHBUR1"
"269","c|MHBUR1-4-20|Q|339",1559079909,26724,"Maple","MHBUR1",1560372570,41328,1561483224,52791,1562944204,51534,1565364628,52202,3.3727187428897e-07,2.20411113888078e-07,-1.64950496417417e-08,5.3209786048752e-09,"Maple-MHBUR1"
"270","c|MHBUR1-4-20|Q|340",1558973798,36483,"Maple","MHBUR1",1560270268,104291,1561389531,168500,1562859841,182598,1565280218,171311,8.10152699304434e-07,4.28630876798594e-07,5.46492001047058e-08,-2.63621729599096e-08,"Maple-MHBUR1"
"271","c|MHBUR1-4-20|Q|341",1558997789,19020,"Garlic Mustard","MHBUR1",1560354211,50229,1561399376,53305,1562872742,55466,1565285205,67321,7.15928739009889e-07,5.68690936454275e-08,2.69723103516431e-08,8.02922172165547e-08,"Garlic Mustard-MHBUR1"
"272","c|MHBUR1-4-20|Q|344",1558984961,40840,"Maple","MHBUR1",1560278185,208895,1561391722,198952,1562861606,203101,1565282664,211551,1.26209360488402e-06,-4.37957102274163e-08,1.40417901396591e-08,1.68367349781224e-08,"Maple-MHBUR1"
"273","c|MHBUR1-4-20|Q|349",1558974494,20849,"Alone","MHBUR1",1560270667,98569,1561389823,137575,1562860126,147945,1565280635,133802,1.19849034433474e-06,2.97914153517922e-07,4.94261115758067e-08,-4.15117183239326e-08,"Alone-MHBUR1"
"274","c|MHBUR1-4-20|Q|350",1559055763,3299,"Alone","MHBUR1",1560355987,15799,1561401415,31663,1562874015,55634,1565292239,79223,1.20465954685059e-06,6.64992864036467e-07,3.82755479014492e-07,1.46170137898856e-07,"Alone-MHBUR1"
"275","c|MHBUR1-4-20|Q|352",1558985958,53009,"Alone","MHBUR1",1560278892,129172,1561392232,160024,1562862084,142693,1565283364,156273,6.88885232454932e-07,1.92375154390843e-07,-7.79863106385548e-08,3.75458470162073e-08,"Alone-MHBUR1"
"276","c|MHNAT1-2-0|Q|360",1559080839,64033,"Alone","MHNAT1",1560373560,194734,1561484976,197997,1562945396,99885,1565365765,123444,8.60383601174575e-07,1.49515161737997e-08,-4.68517518819177e-07,8.74941332111752e-08,"Alone-MHNAT1"
"277","c|MSMID1-1-20|Q|381",1559073697,30148,"Alone","MSMID1",1560371115,137931,1561478442,137898,1562942808,173453,1565363310,91428,1.17204707668176e-06,-2.16086742826739e-10,1.56649627132881e-07,-2.6455458084234e-07,"Alone-MSMID1"
"278","c|MSMID1-1-20|Q|382",1559061637,36347,"Maple","MSMID1",1560364199,107760,1561474617,103951,1562938588,120847,1565357832,40544,8.34351733335958e-07,-3.24084244264226e-08,1.02874748483278e-07,-4.51437506320344e-07,"Maple-MSMID1"
"279","c|MSMID1-1-20|Q|383",1558986516,12171,"Alone","MSMID1",1560279238,63446,1561392546,135144,1562862391,178872,1565283879,195962,1.27725301922269e-06,6.79193651902632e-07,1.90720511092717e-07,3.76835634268319e-08,"Alone-MSMID1"
"280","c|MSMID1-1-20|Q|385",1559056898,22591,"Alone","MSMID1",1560356713,104270,1561472430,127830,1562874874,133717,1565292680,95941,1.17665367142741e-06,1.82588924770735e-07,3.21042196206208e-08,-1.37311350522251e-07,"Alone-MSMID1"
"281","c|MSMID1-1-20|Q|386",1559061535,11847,"Alone","MSMID1",1560364168,71224,1561474644,79070,1562938619,80674,1565357877,83440,1.37702266816421e-06,9.41071178588864e-08,1.37179981657266e-08,1.39346312981141e-08,"Alone-MSMID1"
"282","c|MSMID1-1-20|Q|387",1559082500,38583,"Maple","MSMID1",1560375078,134265,1561486272,170969,1562946813,177320,1565367512,93687,9.64741542900277e-07,2.1748389077654e-07,2.49727712938522e-08,-2.63558819547386e-07,"Maple-MSMID1"
"283","c|MSMID1-1-20|Q|389",1559069919.35855,26076.5,"Maple","MSMID1",1560365409,148834,1561476029,151972,1562939517,147639,1565358759,151863,1.3445086781005e-06,1.87865358352924e-08,-1.97652378731128e-08,1.16601372334071e-08,"Maple-MSMID1"
"284","c|MSMID1-1-20|Q|394",1558993737,23487,"Alone","MSMID1",1560282031,114740,1561397175,149417,1562869031,119583,1565288039,114957,1.2312574789449e-06,2.36805610341674e-07,-1.51326192078023e-07,-1.63093902742494e-08,"Alone-MSMID1"
"285","c|PDVRT1-20|Q|409",1559059621,78492,"Maple","PDVRT1",1560357735,156246,1561473631,142472,1562876938,167417,1565294037,176396,5.30334762217918e-07,-8.27014337493104e-08,1.14972858320785e-07,2.16142414991524e-08,"Maple-PDVRT1"
"286","c|PDVRT1-20|Q|410",1559083044,35230,"Alone","PDVRT1",1560375523,113723,1561486705,122110,1562947354,155298,1565368138,127404,9.06682177942992e-07,6.40368641916466e-08,1.64600512461735e-07,-8.17845425086312e-08,"Alone-PDVRT1"
"287","c|PDVRT1-20|Q|413",1559061227,60596,"Maple","PDVRT1",1560363982,82887,1561474383,104265,1562938344,95594,1565357573,91340,2.40451466398559e-07,2.066438167981e-07,-5.93087374862213e-08,-1.88164282193376e-08,"Maple-PDVRT1"
"288","c|PDVRT1-20|Q|414",1559081984,40996,"Alone","PDVRT1",1560374646,101031,1561485821,116010,1562946296,131050,1565366943,120153,6.97748444273463e-07,1.2441694048784e-07,8.34677317188586e-08,-3.58635518147171e-08,"Alone-PDVRT1"
"289","c|SMAKC1-B|N|441",1558982985,37611,"Garlic Mustard","SMAKC1",1560271270,85357,1561390824,111212,1562860565,104143,1565281301,116108,6.36152637271091e-07,2.36340389614526e-07,-4.46836109006753e-08,4.49267651453232e-08,"Garlic Mustard-SMAKC1"
"290","c|SMITH1-20|Q|466",1558988100,49407,"Garlic Mustard","SMITH1",1560280489,81547,1561393481,86539,1562863130,89488,1565289919,104391,3.87721828786137e-07,5.33837064746014e-08,2.28009264112624e-08,6.3474379831426e-08,"Garlic Mustard-SMITH1"
"291","c|SMITH1-20|Q|467",1559054875,10745,"Alone","SMITH1",1560355369,95664,1561400813,175992,1562873617,155909,1565291709,128239,1.68120846543242e-06,5.83098173906072e-07,-8.22689480395812e-08,-8.07979155959342e-08,"Alone-SMITH1"
"292","c|SMITH1-20|Q|468",1558971770,5604,"Maple","SMITH1",1560268039,36912,1561388442,152272,1562858370,157137,1565278111,202551,1.45421673507323e-06,1.26484103835726e-06,2.13953615273968e-08,1.0491770415919e-07,"Maple-SMITH1"
"293","c|SMITH1-20|Q|470",1558994402,33315,"Alone","SMITH1",1560282925,77983,1561397483,58302,1562869686,58908,1565287641,75249,6.60044957057708e-07,-2.6095946207556e-07,7.02383216075366e-09,1.01253211759617e-07,"Alone-SMITH1"
"294","c|VRCAN-1-40|Q|491",1558998753,4495,"Garlic Mustard","VRCAN",1560354824,17027,1561399763,22485,1562873137,26360,1565284513,29751,9.82127522463737e-07,2.66090270134585e-07,1.07915091084569e-07,5.01850541922086e-08,"Garlic Mustard-VRCAN"
"295","c|VRCAN-1-40|Q|493",1559060457,7396,"Garlic Mustard","VRCAN",1560358308,34273,1561474003,34928,1562937770,37871,1565294493,19796,1.18150585749272e-06,1.69678340674879e-08,5.52662055393393e-08,-2.75257529460038e-07,"Garlic Mustard-VRCAN"
"296","c|VRCAN-1-40|Q|495",1558992396,30937,"Maple","VRCAN",1560281084,166272,1561396851,219491,1562867935,170789,1565288685,184830,1.30494900474431e-06,2.48874745165098e-07,-1.70542506700155e-07,3.26376566040998e-08,"Maple-VRCAN"
"297","c|VRCAN-1-40|Q|496",1558994445,67508,"Alone","VRCAN",1560282980,148697,1561397985,160208,1562870616,149417,1565287610,148234,6.12839052908665e-07,6.68717113838434e-08,-4.73519274365856e-08,-3.28877459363418e-09,"Alone-VRCAN"
"298","c|VRCAN-1-40|Q|497",1558995419,22430,"Maple","VRCAN",1560283582,33617,1561398294,41936,1562871201,57122,1565286744,67862,3.14115948732609e-07,1.98358638986294e-07,2.09819550618542e-07,7.13242943475195e-08,"Maple-VRCAN"
"299","c|VRCAN-1-40|Q|498",1558984348,38527,"Maple","VRCAN",1560277788,121610,1561391456,126428,1562861304,157474,1565282279,133594,8.88684367881692e-07,3.48881113361274e-08,1.49394623869353e-07,-6.79292497275268e-08,"Maple-VRCAN"
"300","c|VRPET2-3-20|Q|517",1559080195,37583,"Alone","VRPET2",1560372895,121899,1561483480,158751,1562944556,154852,1565364955,151793,9.10219704890838e-07,2.37842311896369e-07,-1.70197271769991e-08,-8.24329850962705e-09,"Alone-VRPET2"
"301","c|VRPET2-3-20|Q|519",1558998035,9740,"Alone","VRPET2",1560354494,90183,1561399637,161332,1562873030,145339,1565284885,145309,1.64074241947962e-06,5.56501277157496e-07,-7.08537428948489e-08,-8.5591910124398e-11,"Alone-VRPET2"
"302","c|VRPET2-3-20|Q|520",1558992832,29687,"Maple","VRPET2",1560281484,159337,1561397119,183225,1562868930,238215,1565288464,141586,1.30393016622261e-06,1.25214294729953e-07,1.78323658009626e-07,-2.1502748914277e-07,"Maple-VRPET2"
"303","c|VRPET2-3-20|Q|521",1559079683,49000,"Maple","VRPET2",1560372392,107469,1561483359,150352,1562944367,90345,1565364860,88303,6.07547511293602e-07,3.02238300285465e-07,-3.48624741600947e-07,-9.44501514612199e-09,"Maple-VRPET2"
"304","c|VRPET2-3-20|Q|522",1559056837,12379,"Maple","VRPET2",1560356662,119751,1561472458,156754,1562874907,154434,1565292729,116405,1.74593741344964e-06,2.41319300787873e-07,-1.06320279213345e-08,-1.16919827390626e-07,"Maple-VRPET2"
"305","c|VRPET2-3-20|Q|523",1559074817,16757,"Alone","VRPET2",1560371889,130266,1561479162,170483,1562943744,116864,1565364117,128583,1.58107062087653e-06,2.42990726972933e-07,-2.5783788103036e-07,3.94830650840976e-08,"Alone-VRPET2"
"306","c|VSGARO1-1-0|Q|535",1559070598,27564,"Garlic Mustard","VSGARO1",1560365831,66755,1561476749,65676,1562940316,56547,1565359681,61736,6.82903097239722e-07,-1.46686244099704e-08,-1.02257984221257e-07,3.62884799930034e-08,"Garlic Mustard-VSGARO1"
"307","c|VSGARO1-1-0|Q|536",1559073590,19793,"Garlic Mustard","VSGARO1",1560371052,99627,1561478518,114031,1562942981,119802,1565363381,108151,1.24558936782163e-06,1.21933430969133e-07,3.37120424209917e-08,-4.22706913152714e-08,"Garlic Mustard-VSGARO1"
"308","c|WSSWM3-1-0|Q|562",1559056674,4577,"Garlic Mustard","WSSWM3",1560356503,12262,1561472566,20258,1562875097,58723,1565292837,26003,7.58146869833641e-07,4.49835473377496e-07,7.58829356110394e-07,-3.36934309288384e-07,"Garlic Mustard-WSSWM3"
"309","c|WSSWM3-1-0|Q|563",1559061721,43574,"Garlic Mustard","WSSWM3",1560364243,57588,1561474575,72199,1562938551,68868,1565357754,65564,2.14087416918844e-07,2.03643579328742e-07,-3.22645770648726e-08,-2.03227526119603e-08,"Garlic Mustard-WSSWM3"
"310","c|WSSWM3-1-0|Q|564",1558994223,37366,"Alone","WSSWM3",1560282359,189054,1561397558,259606,1562869847,203199,1565287749,170392,1.258618258087e-06,2.84372931204909e-07,-1.66393488378444e-07,-7.28251721931143e-08,"Alone-WSSWM3"
